"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Aug" "Sep" "Okt" "Nov" "Dez" "year" "yearce"
-50.96 -44.77 -36.67 -19.78 -2.56 9.21 3.11 -0.58 -7.24 -23.87 -38.85 -42.01 17848 -15898
-47.93 -48.66 -35.71 -21.16 -6.35 8.69 4.58 -2.94 -18.36 -18.06 -39.34 -44.77 17847 -15897
-47.65 -41.1 -36.08 -18.59 -2.28 6.95 1.14 -4.71 -13.49 -19.33 -39.22 -51.09 17846 -15896
-44.7 -43.82 -36.04 -21.77 -2.36 5.5 4.94 -1.28 -16.34 -24.4 -42.15 -52.87 17845 -15895
-51.54 -49.19 -38.36 -24.28 -2.81 7.12 5.75 -4.96 -13.32 -27.04 -38.09 -51.75 17844 -15894
-51.08 -50.93 -39.69 -20.77 -3.04 6.83 4.28 -3.1 -13.18 -28.83 -43.56 -50.64 17843 -15893
-52.25 -46.07 -40.72 -26.59 -2.98 8.54 6.2 0.74 -14.75 -19.7 -37.84 -52.33 17842 -15892
-47.18 -48.45 -37.75 -23.79 -4.43 5.4 3.04 -2.67 -17.88 -28.55 -42.86 -50.85 17841 -15891
-46.68 -48.5 -41.39 -20.61 -1.85 6.98 3.67 -1.52 -15.29 -26.48 -46.58 -50.11 17840 -15890
-51.7 -44.66 -38.58 -21.93 -0.78 8.1 5.55 2.18 -16.36 -25.37 -33.97 -46.23 17839 -15889
-53.1 -46.49 -35.35 -23.5 -6.28 7.49 3.48 -5.91 -17.68 -25.83 -38.74 -47.03 17838 -15888
-44.88 -41.13 -37.9 -19.06 -4.84 5.79 3.45 -1.28 -13.12 -25.52 -45.19 -50.19 17837 -15887
-51.22 -44.96 -39.42 -24.81 -4.78 7.72 5.28 -1.07 -16.55 -28.83 -37.8 -51.62 17836 -15886
-49.61 -49.36 -36.71 -23.14 -3.47 8.07 6.11 0.15 -15.87 -27.21 -36.11 -52.67 17835 -15885
-49.71 -43.27 -34.01 -19.95 -6.05 5.1 5.49 -2.52 -14.16 -27.59 -40.07 -48.07 17834 -15884
-47.81 -46.37 -38.78 -23.19 -2.3 7.2 6.33 1.08 -13.3 -26.11 -41.18 -47.58 17833 -15883
-46.14 -42.64 -33.9 -19.12 -2.34 9.61 6.24 -0.33 -12.6 -22.8 -38.99 -47.16 17832 -15882
-51.74 -46.31 -39.46 -23.58 -5.15 7.28 4.43 -0.37 -14.85 -24.41 -38.35 -46.9 17831 -15881
-50.75 -48.74 -37.63 -25.02 -3.18 6.49 5.6 -0.69 -14.15 -24.07 -42.42 -50.33 17830 -15880
-47.25 -50.34 -31.65 -25.21 -5.08 8.43 4.4 -1.67 -15.14 -27.1 -42.19 -50.94 17829 -15879
-53.78 -47.06 -31.3 -21.89 -7.82 6.61 4.1 1.71 -10.08 -24.72 -39.01 -44.27 17828 -15878
-49.88 -50.09 -39.95 -19.91 -1.67 5.64 4.15 2.24 -8.52 -26.63 -38.9 -52.28 17827 -15877
-49.98 -45.58 -35.1 -23.36 -2.68 4.33 4.32 0.18 -16.45 -23.42 -45.55 -44.81 17826 -15876
-52.12 -41.6 -34.47 -16.36 -5.79 4.89 4.76 -2.76 -13.37 -20.83 -40.67 -50.24 17825 -15875
-49.69 -45.16 -38.56 -20.93 -3.69 8.27 7.01 -2.06 -18.49 -27.12 -41.08 -51.8 17824 -15874
-51.3 -44.72 -34.21 -21.99 -4.6 5.31 2.79 3.08 -15.47 -24.07 -39.09 -47.11 17823 -15873
-50.26 -45.73 -38.4 -24.71 -3.11 6.91 6.5 -3.8 -14.5 -25.8 -40.12 -47.37 17822 -15872
-49.9 -48.7 -32.76 -22.39 -4 8.29 1.38 -1.79 -15.75 -26.74 -43.08 -45.71 17821 -15871
-52.14 -45.3 -36.47 -22.61 -5.89 7.96 6.57 -2.46 -18.34 -21.34 -44.98 -43.92 17820 -15870
-50.82 -46.89 -39.41 -21.72 -5.8 7.37 4.54 -3.01 -14.1 -27.84 -40.88 -43.06 17819 -15869
-49.01 -44.46 -34.22 -17.41 -2.54 6.84 4.05 -2.18 -13.21 -22.7 -36.97 -46.79 17818 -15868
-48.4 -42.23 -32.7 -19.6 -0.91 10.46 5.28 -1.53 -13.87 -25.71 -41.59 -50.01 17817 -15867
-48.04 -44.29 -37.01 -21.87 -3.3 6.12 4.11 -3.04 -11.71 -24.97 -40.27 -48.2 17816 -15866
-53.25 -49 -43.96 -24.78 -3.05 6.86 4.21 -2.03 -13.49 -29.94 -43.37 -47.91 17815 -15865
-47.15 -52.67 -35.89 -17.57 -1.41 8.48 6.05 3.51 -11.09 -25.86 -39.01 -48.35 17814 -15864
-47.47 -46.01 -32.86 -16.18 -4.25 7.66 2.59 -3.22 -15.74 -25 -46.13 -46.87 17813 -15863
-47.35 -44.94 -35.69 -23.8 -0.23 8.33 3.92 -0.81 -17.59 -25.99 -45.36 -45.06 17812 -15862
-47.52 -49.11 -37.83 -25.54 -0.49 7.05 4.53 -0.18 -19.25 -28.46 -40.69 -49.43 17811 -15861
-50.95 -47.67 -38.01 -23.66 -4.71 5.63 6.04 -3.08 -14.16 -27.9 -42.2 -49.55 17810 -15860
-49.19 -38.82 -33.35 -22.11 -2.53 8.51 4.9 -0.66 -16.15 -23.86 -43.43 -47.83 17809 -15859
-58.1 -49.61 -43.14 -21.1 -2.61 6.6 7.03 0.33 -10.88 -25.8 -39.07 -44.08 17808 -15858
-50.76 -49.99 -37.17 -23.47 -2.58 8.41 5.29 -4.77 -7.42 -23.36 -41.9 -49.23 17807 -15857
-51.36 -48.21 -37.29 -24.28 -5.03 7.23 5.32 -4.6 -10.84 -27.51 -42.25 -46.38 17806 -15856
-49.95 -46.85 -36.48 -22.55 -5.32 6.43 2.71 0.55 -14.94 -20.33 -40.1 -45.47 17805 -15855
-53.27 -47.21 -35.5 -23.49 -4.16 8.33 6.08 1.12 -16.88 -24.82 -41.65 -48.55 17804 -15854
-53.99 -44.94 -37.02 -21.06 -3.25 5.27 2.79 -2.08 -15.71 -25.65 -41.84 -45.48 17803 -15853
-49.45 -49.79 -39.33 -22.5 -6.66 7.6 4.02 -1.86 -11.46 -27.65 -43.24 -50.12 17802 -15852
-53.13 -48.57 -38.51 -22.39 -6.61 4.99 5.66 -3.55 -12.96 -26.08 -39.14 -42.4 17801 -15851
-45.5 -47.37 -38.46 -17.86 -4.26 7.78 4.59 -0.9 -13.96 -28.37 -46.13 -49.97 17800 -15850
-51.41 -48.23 -28.68 -21.3 -3.54 9.5 7.55 -0.42 -11.34 -25.69 -41.62 -48.09 17799 -15849
-54.26 -47.36 -37.67 -22.92 -1.88 5.7 6.28 -2.48 -14.63 -27.93 -42.87 -43.7 17798 -15848
-50.67 -43.76 -35.88 -20.32 -1.87 8.9 6.45 -2.37 -19.53 -27.7 -38.11 -50.51 17797 -15847
-43.8 -45.99 -38.84 -21.54 -2.96 6.1 3.06 -0.2 -14.25 -21.28 -38.93 -43.04 17796 -15846
-55.24 -43.94 -36.12 -24.99 -1.61 9.54 4.55 -0.79 -11.85 -25.18 -38.03 -50.13 17795 -15845
-51.03 -42.29 -36.25 -20.55 -5.29 7.53 3.76 -3.47 -15.19 -19.9 -33.47 -52.85 17794 -15844
-42.6 -42.94 -37.28 -19.57 -3.27 8.69 3.97 -0.89 -12.62 -25.71 -41.84 -49.87 17793 -15843
-52.28 -49.26 -40.52 -21.42 -3.81 8.04 4.98 -0.19 -14.46 -25.54 -41.15 -49.6 17792 -15842
-52.07 -43.12 -34.36 -20.63 -1.07 10.25 5.75 -1.07 -6.34 -26.24 -42.11 -51.37 17791 -15841
-53.84 -50.07 -36.32 -20.02 -4.18 4.3 4.85 -3.78 -15.45 -24.61 -39.39 -44.98 17790 -15840
-53.18 -49.54 -36.82 -19.96 -6.36 7.69 4.27 -2.83 -15.07 -28.62 -41.5 -44.22 17789 -15839
-51.08 -41.15 -38.21 -22.87 -6.23 8.55 4.27 -0.15 -15.84 -27.17 -36.89 -45.51 17788 -15838
-47.46 -48.12 -36.35 -19.83 -2.61 5.85 3.14 0.88 -16.76 -27.72 -40.98 -47.54 17787 -15837
-51.14 -50.39 -36.87 -19.49 -3.35 6.04 5.09 2.18 -16.53 -25.29 -42.22 -50.85 17786 -15836
-50.38 -43.9 -37.36 -24.96 -4.38 4.07 3.27 -0.56 -18.65 -28.63 -39.77 -49.57 17785 -15835
-50.99 -49.47 -41.58 -20.97 -3.35 7.43 5.09 -2.5 -15.36 -26.89 -38.01 -40.24 17784 -15834
-47.7 -46.67 -36.45 -18.43 -2.17 8.2 3.54 -2.3 -17.86 -23 -44.31 -49.71 17783 -15833
-49.28 -44.77 -36.14 -20.32 -1.6 6.43 3.88 -1.48 -17.74 -25.8 -37.89 -47.62 17782 -15832
-50.97 -43.15 -33.7 -25.68 -4.47 4.96 3.44 0.65 -14.93 -24.02 -45.28 -55.56 17781 -15831
-51.28 -40.06 -33.64 -18.07 -2.54 7.96 5.16 -2.23 -16 -26.45 -35.32 -51.82 17780 -15830
-51.6 -45.66 -34.38 -20.68 -0.42 8.42 5.99 -1.51 -15.28 -26.15 -35.41 -47.4 17779 -15829
-50.59 -47.01 -39.18 -19.32 -3.71 4.5 5.31 -1.47 -14.15 -28.39 -39.56 -48.85 17778 -15828
-52.33 -46.77 -39.13 -24.84 -4.27 5.52 6.25 -0.29 -18.69 -29.95 -41.59 -44.71 17777 -15827
-50.68 -45.39 -33.82 -19.77 -3.11 6.31 4.34 -0.02 -11.78 -28.97 -41.71 -50.01 17776 -15826
-51.4 -47.41 -41.94 -21.5 -5.63 7.26 7 -4.08 -15.54 -24.78 -41.17 -48.17 17775 -15825
-44.71 -48.53 -39.48 -21.36 -9.76 7.44 4.4 -0.27 -17.72 -22.8 -40.74 -47.29 17774 -15824
-50.15 -48.41 -38.26 -22.98 -4.55 8.08 5.06 -3.54 -14.58 -29.52 -41.68 -53.05 17773 -15823
-50.75 -48.58 -34.23 -21.59 -1.8 7.66 5.47 -2.91 -10.47 -26.71 -40.02 -47.88 17772 -15822
-44.65 -47.79 -40.31 -18.01 -3.18 7.21 6.65 -2.98 -11.62 -21.87 -39.68 -47.02 17771 -15821
-49.32 -47.7 -38.58 -23.49 -5.14 5.27 1.76 -1.86 -14.3 -30.8 -42.91 -52.98 17770 -15820
-53.29 -49.84 -37.11 -22.98 -3.61 6.54 4.29 -1.95 -9.95 -29.4 -41.98 -50.49 17769 -15819
-52.88 -44.74 -37.82 -23.72 -3.32 6.58 6.05 -1.95 -14.11 -24.8 -39.06 -46.69 17768 -15818
-51.22 -45.52 -36.96 -20.74 -6.22 5.1 3.97 -1.09 -12.36 -28.13 -45.65 -45.44 17767 -15817
-51.23 -44.47 -41.09 -23.43 -4.55 5.96 4.89 -0.71 -15.86 -27.09 -44.02 -46.92 17766 -15816
-51.63 -43.5 -36.43 -21.91 -5.29 7.98 2.82 -0.45 -23.69 -25.21 -43.26 -50.62 17765 -15815
-52.05 -51.9 -36.67 -20.45 -4.41 5.29 2.53 -0.31 -15.39 -28 -37.75 -42.13 17764 -15814
-51.1 -48.46 -40.33 -21.9 -4.39 5.25 3.63 -3.08 -17.06 -24.27 -41.64 -48.69 17763 -15813
-54.09 -50.57 -38.32 -22.55 -5.94 7.98 6.32 0.7 -15.66 -23.81 -32.55 -47.82 17762 -15812
-49.14 -49.39 -35.93 -18.68 -3.41 7.39 4.95 2.51 -13.06 -25.99 -39.16 -42.96 17761 -15811
-45.18 -49.39 -32.83 -21.28 -3.65 8.36 3.49 -3.45 -13.52 -25.72 -40.89 -40.7 17760 -15810
-45.67 -46.2 -33.86 -23.38 -5.51 7.8 3.74 -3.71 -12.99 -26.87 -40.33 -46.72 17759 -15809
-48.46 -44.73 -41.44 -23.65 -3.05 3.86 6.02 -4.03 -16.83 -26.95 -42.53 -49.04 17758 -15808
-52.36 -45.97 -34.94 -21.48 -4.37 7.37 4.04 -1.55 -16.32 -26.73 -37.97 -47.11 17757 -15807
-50.29 -45.37 -36.61 -23.23 -3.76 6.7 4.88 -3.73 -8.58 -24.68 -38.66 -50.26 17756 -15806
-50.96 -47.54 -35.99 -20.87 -1.16 8.99 5.22 -5.06 -12.63 -31 -42.36 -47.25 17755 -15805
-52.29 -49.1 -36.15 -21.2 -3.15 6.25 2.59 0.2 -14.93 -28.29 -45.89 -37.02 17754 -15804
-47.52 -40.33 -36.87 -23.36 -4.98 6.62 3.27 -0.78 -11.66 -25.47 -36.88 -43.7 17753 -15803
-49.1 -44.94 -33.91 -24.57 -3.97 5.82 -0.14 -4.04 -19.57 -24.04 -40.62 -50.02 17752 -15802
-53.09 -44.16 -35.74 -19.3 -4.21 10.34 4.94 -0.27 -12.79 -26.36 -39.91 -45.78 17751 -15801
-47.49 -42.86 -39 -22.03 -1.01 7.96 6.01 1.48 -13.41 -27.13 -38.92 -49.24 17750 -15800
-53.01 -45.02 -36.04 -19.66 -4.15 7.48 3 -1.14 -13.34 -26.18 -40.44 -47.48 17749 -15799
-55.67 -48.24 -36.42 -20.7 -1.69 6.15 3.04 -5.17 -17.21 -21.89 -42.88 -55.72 17748 -15798
-46.46 -47.76 -40.33 -22.87 -5.25 7.15 4.04 -5.14 -17.44 -27.4 -44.43 -54.59 17747 -15797
-49.15 -45.24 -36.84 -24.62 -3.71 8.02 5.43 -0.71 -11.42 -24.52 -42.15 -48.56 17746 -15796
-47.56 -45.81 -40 -24.45 -3.19 7.87 4.46 -3.99 -17.37 -23.17 -42.62 -49.23 17745 -15795
-51.05 -45.67 -33.85 -19.34 -1.1 9.36 5.56 -2.87 -13.01 -26.98 -45.6 -52.79 17744 -15794
-48.4 -44.15 -34.83 -23.27 -1.27 7.17 6.35 -2.7 -15.1 -26.94 -41.72 -43.95 17743 -15793
-48.92 -48.5 -38.83 -21.05 -4.6 6.01 7.05 -1.58 -13.85 -24.32 -42.52 -45.83 17742 -15792
-46.34 -50.77 -34.39 -21.42 -1.18 7.17 5.25 0.02 -10.82 -22.11 -41.81 -46.84 17741 -15791
-49.61 -47.9 -33.56 -25.98 -3.9 5.78 4.98 -0.2 -11.22 -29.61 -42.91 -46.21 17740 -15790
-51.99 -48.34 -35.88 -19.34 -1.77 6.63 5.99 0.14 -13 -25.36 -35.57 -42.26 17739 -15789
-49.61 -45.04 -37.12 -20.9 -3.64 7.11 6.5 -0.81 -13.41 -25.56 -39.64 -45.96 17738 -15788
-46.57 -49.16 -37.26 -20.1 -4.56 7.04 4.96 -2.66 -9.94 -21.01 -40.13 -43.05 17737 -15787
-53.9 -47.34 -34.81 -18.74 -1.04 10.15 7.81 1.65 -14.27 -26.51 -41.21 -49.37 17736 -15786
-51.09 -46.7 -36.43 -23.65 -1.2 7.13 5.21 -1.22 -13.54 -23.61 -44.25 -52.56 17735 -15785
-53.34 -46.78 -32.16 -21.52 -1.97 6.25 4.6 -2.87 -15.32 -22.92 -42.71 -49.75 17734 -15784
-47.77 -48.68 -33.31 -21.69 -6.57 6.15 2.85 -1.55 -11.05 -24.97 -43.99 -46.56 17733 -15783
-50.14 -45.66 -37.91 -22.98 -3.39 7.65 4.18 -1.16 -8.08 -27.01 -38.37 -49.79 17732 -15782
-47.52 -48.2 -36.43 -18.51 -3.66 6.4 4.3 -1.85 -14.56 -26.08 -41.85 -47.8 17731 -15781
-51.84 -42.33 -40.05 -22.52 -3.33 6.46 4.7 -2.81 -13.44 -20.95 -36.57 -45.23 17730 -15780
-51.39 -44.57 -39.41 -22.35 -4.06 8.67 5.85 -2.53 -14.38 -21.53 -37.86 -50.32 17729 -15779
-52.13 -48.14 -38.74 -21.77 -5.68 8.06 3.88 -2.41 -14.48 -26.82 -40.74 -48.54 17728 -15778
-50.75 -46.97 -39.62 -23.99 -5 6.87 3.8 -0.56 -15.06 -26.27 -39.99 -46.67 17727 -15777
-48.72 -48.63 -34.71 -19.8 -5.5 3.33 3.53 -3.02 -15.67 -25.84 -39.27 -46.76 17726 -15776
-45.57 -43.9 -37.21 -19.69 -4.15 8.07 3.92 -4.52 -13.54 -23.92 -42.75 -44.98 17725 -15775
-51.92 -47.78 -40.2 -22.89 -1.49 7.49 4.42 -1.68 -12.38 -24.94 -40.6 -49.74 17724 -15774
-50.43 -49.55 -37.65 -20.26 -6.18 5.77 3.5 -2.71 -17.06 -31.84 -45.1 -50.62 17723 -15773
-53.53 -47.07 -41.42 -21.01 -3.29 9.56 4.96 1.77 -11.43 -26.94 -39.84 -47.08 17722 -15772
-50.91 -37.14 -35.78 -19.47 -4.08 7.28 5.31 -4.14 -9.1 -27.64 -43.02 -52.72 17721 -15771
-44.35 -43.84 -37.55 -26.3 -5.38 7.88 3.35 -1.8 -18.55 -25.78 -41.04 -49.71 17720 -15770
-51.6 -43.05 -31.95 -19.44 -6.23 7.76 5.82 -2.57 -16.58 -23.54 -40.3 -47 17719 -15769
-48.07 -45.7 -39.6 -20.59 -3.77 6.29 4.38 -1.72 -11.31 -26.02 -36.48 -45.23 17718 -15768
-52.12 -45.47 -36.3 -18.07 -2.37 7.02 2.49 0.03 -12.73 -25.91 -38.51 -46.29 17717 -15767
-46.55 -45.48 -37.32 -20.07 -5.71 8.45 3.56 -3.76 -17.26 -29.7 -40.09 -41.81 17716 -15766
-49.39 -51.81 -38.77 -20.44 -3.3 5.77 3.59 -1.48 -12.94 -29.64 -40.23 -52.74 17715 -15765
-47.51 -45.76 -36.16 -20.55 -3.76 4.72 3.98 -2.43 -11.05 -28.76 -42.15 -49.48 17714 -15764
-51.43 -49.05 -35.9 -21.47 -3.15 8.64 8.45 1.94 -13.64 -25.65 -40.69 -51.35 17713 -15763
-47.39 -43.44 -40.81 -20.92 -3.77 7.38 5.61 -4.4 -10.35 -24.29 -41.08 -48.46 17712 -15762
-50.46 -46.51 -39.01 -20.38 -4.26 5.4 3.26 -3.02 -12.86 -28.88 -42.02 -48.39 17711 -15761
-49.19 -44.62 -35.87 -20.97 -7.79 6.38 2.29 -1.54 -15.1 -24.61 -38.81 -52.19 17710 -15760
-49.08 -47.01 -35.73 -19.93 -3.13 6.63 6.08 -1.17 -8.04 -21.11 -36.3 -49.85 17709 -15759
-47.72 -47.21 -36.74 -15.28 -2.93 8.34 5.93 -4.84 -15.19 -28.03 -42.32 -47.98 17708 -15758
-51.54 -42.41 -37.86 -24.71 -6.82 7.39 5.74 -2.19 -14.08 -26.93 -34.63 -45.45 17707 -15757
-47.42 -46.51 -32.76 -20.77 -2.36 7.55 3.2 -0.89 -12.46 -25.97 -42.38 -47.22 17706 -15756
-51.47 -51.58 -40.63 -23.75 -2.71 6.19 4.43 0.06 -10.91 -25.19 -35.41 -43.21 17705 -15755
-47.82 -47.59 -35.65 -18.61 -0.84 7.12 3.57 -1.41 -9.13 -20.28 -40.68 -48.93 17704 -15754
-48.11 -50.16 -37.89 -21.64 -2.04 9.62 7.27 -4.79 -12.3 -23.31 -36.49 -46.42 17703 -15753
-50.97 -43.26 -35.34 -21.41 -5.86 7.19 4.44 -2.57 -17.86 -25.45 -38.86 -41.29 17702 -15752
-51.08 -43.71 -36.38 -17.47 -0.45 9.4 6.59 -1.16 -9.95 -23.85 -38.01 -50.31 17701 -15751
-48.19 -46.32 -35.74 -19.08 -2.11 8.35 4.55 -2.29 -16.75 -22.45 -41.58 -47.38 17700 -15750
-52.87 -48.57 -34.07 -19.78 -2.42 8.03 5.36 -2.71 -10 -17.02 -34.07 -50.75 17699 -15749
-52.34 -45.97 -37.34 -23.63 -1.56 5.69 5.55 1.12 -17.75 -25.87 -42.42 -52.61 17698 -15748
-50.79 -49.81 -38.12 -24.07 -5.29 8.19 5.43 -0.44 -10.58 -25.39 -36.28 -46.57 17697 -15747
-46.7 -46.09 -37.39 -21.64 -4.78 6.6 5.3 -1.43 -15.58 -22.42 -44.11 -48 17696 -15746
-51.78 -45.12 -36.18 -23.38 -3.66 5.77 3.61 -1.58 -16.29 -25.86 -40.9 -45.25 17695 -15745
-47.1 -45.78 -39.7 -18.11 -5.45 7.01 2.58 -1.59 -17.08 -22.33 -37.45 -44.65 17694 -15744
-53.7 -43.86 -33.04 -25.04 -2.25 4.18 2.43 -1.48 -12.21 -24.47 -40 -44.36 17693 -15743
-49.84 -48.13 -39.58 -15.56 -6.69 7.51 5.26 -0.52 -14.47 -28.25 -47.11 -48.97 17692 -15742
-48.19 -46.7 -38.2 -22.07 -3.45 8.37 4.22 -2.8 -14.69 -24.32 -45.84 -50.59 17691 -15741
-49.61 -48.76 -38.62 -21.66 -4.63 6.64 4.93 -0.49 -11.48 -21.41 -35.63 -46.6 17690 -15740
-48.79 -47.25 -38 -16.08 1.5 7.78 5.09 -2.05 -14.22 -27.45 -42.79 -49.9 17689 -15739
-44 -50.54 -34.74 -19.17 -2.67 6.49 4.92 -1 -10.96 -26.9 -34.96 -46.25 17688 -15738
-51.1 -48.81 -35.32 -20.22 -2.52 9 4.8 2.04 -12.12 -27.22 -37.88 -47.4 17687 -15737
-51.23 -47.52 -29.49 -22.63 -4.51 8.13 5.96 -3.26 -17.08 -28.7 -36.83 -49.19 17686 -15736
-44.81 -48.71 -34.92 -20.93 -5.37 4.99 2.04 1.16 -13.53 -25.92 -44.46 -48.47 17685 -15735
-51.76 -49.99 -38.92 -21.79 -3.83 7.76 5.16 -1.97 -14.57 -28.5 -38.07 -49.22 17684 -15734
-53.08 -45.59 -37.69 -24.07 -5.2 6.83 5.14 -1.87 -17.47 -26.61 -42.02 -49.18 17683 -15733
-51.9 -42.4 -35.19 -21.21 -3.54 7.55 5.57 -0.64 -11.5 -25.89 -40.87 -47.28 17682 -15732
-51.93 -44.87 -36.07 -24.73 -5.72 7.15 6.3 2.81 -16.55 -25.02 -42.52 -44.88 17681 -15731
-48.36 -47.57 -38.74 -23.06 -5.97 7.43 5.6 0.91 -15.67 -23.21 -39.46 -45.08 17680 -15730
-46.58 -45.93 -28.02 -16.65 -1.41 8.82 5.83 0.56 -17.57 -26.92 -40.26 -44.87 17679 -15729
-47.8 -48.95 -39.87 -21.03 -3.88 6.77 5.03 -4.17 -17.87 -30.57 -34.37 -45.32 17678 -15728
-51.07 -45.49 -35.83 -18.13 -3.51 5.18 5.79 -4.15 -15.8 -26.7 -40.57 -46.15 17677 -15727
-48.57 -46.39 -34.79 -22.36 -4.79 7.54 4.71 -0.61 -15.9 -26.54 -42.14 -48.86 17676 -15726
-52.33 -42.56 -38.91 -21.44 -4.23 7.89 4.47 -3.11 -17.08 -28.11 -40.08 -46.11 17675 -15725
-48.69 -46.03 -36.44 -26.36 -5.84 7.75 5.86 2.85 -11.98 -25.58 -40.39 -43.98 17674 -15724
-44.29 -47.5 -38.4 -21.71 -3.7 4.69 1.85 -2.11 -15.75 -24.24 -40.7 -46.85 17673 -15723
-50.14 -46.48 -36.52 -19.37 -2.34 7.84 5.75 -1 -12.19 -28.98 -37.58 -47.52 17672 -15722
-53.76 -45.75 -35.08 -21.17 -2.96 7.34 5.54 0.55 -11.19 -25.57 -38.52 -44.01 17671 -15721
-46.27 -46.92 -36.94 -20.54 0.22 8.49 3.77 -0.49 -20.69 -26.97 -41.26 -49.92 17670 -15720
-51.16 -44.02 -35.09 -19.84 -2.15 8.78 3.7 1.35 -13.96 -21.12 -39.51 -42.3 17669 -15719
-48.24 -48.29 -37.26 -22.46 -4.94 6.78 4.08 -0.69 -9.23 -25.52 -40.12 -49.96 17668 -15718
-43.99 -46.23 -38.31 -21.49 -4.04 9.33 6.81 0.14 -10.8 -23.54 -39.23 -52.22 17667 -15717
-49.77 -47.25 -34.55 -22.48 -4.81 3.85 4.72 -2.42 -13.57 -29 -41.05 -48.16 17666 -15716
-51.71 -48.03 -35.72 -22.74 -3.69 8.08 4.41 -4.57 -11.87 -25.69 -42.85 -43.96 17665 -15715
-51.68 -47.88 -39.59 -26.3 -5.4 4.97 3.23 -3.33 -9.61 -24.74 -39.26 -47.62 17664 -15714
-51.25 -43.56 -34.89 -23.24 -6.89 6.25 6.34 -5.99 -13.84 -21.42 -42.77 -46.14 17663 -15713
-46.32 -47.8 -35.39 -22.84 -4.02 7.36 8.19 1.19 -15.49 -26.35 -38.19 -46.55 17662 -15712
-45.26 -44.07 -40.93 -22.16 -7.57 7.27 2.36 -4.17 -11.2 -23.5 -41.13 -46.36 17661 -15711
-50.43 -48.77 -34.6 -23.41 -4.01 6.4 4.44 0.43 -13.98 -23.24 -40.77 -51.16 17660 -15710
-46.76 -50.47 -38.8 -22.57 -2.55 5.06 5.01 -2.28 -7.6 -24.45 -42.68 -48.05 17659 -15709
-50.53 -41.36 -34.79 -18.23 -4.44 7.35 1.85 -3.4 -12.3 -28.22 -40.86 -48.25 17658 -15708
-45.57 -43.95 -37.09 -23.09 -1.76 8.43 3.2 1.49 -15.14 -26.45 -38.02 -46.13 17657 -15707
-54.16 -44.76 -34.54 -23.44 -6.25 4.95 4.68 -1.99 -15.33 -28.96 -41.88 -50.86 17656 -15706
-49.24 -47.33 -45.3 -24.96 -6.44 5.6 4.95 -1.76 -15.12 -27.72 -44.05 -49.34 17655 -15705
-47.54 -42.38 -36.98 -22.98 -4.17 5.38 4.51 -5.62 -14.64 -26.44 -42.73 -49.01 17654 -15704
-53.95 -49.32 -37.43 -19.54 -4.39 8.06 2.91 0.84 -9.34 -24.9 -38.34 -51.13 17653 -15703
-53.01 -45.57 -39.06 -23.25 -3.68 6.7 6.52 -3.81 -11.94 -23.18 -37.64 -48.15 17652 -15702
-43.72 -46.9 -35.24 -20.65 -4.65 7.84 5.09 -3.53 -12.91 -24.98 -40.17 -49.31 17651 -15701
-50.66 -47.87 -39.05 -20.02 -3.36 6.38 4.19 -2.94 -16.75 -26.97 -35.71 -49.38 17650 -15700
-49.94 -49.42 -31.43 -21.84 -1.63 6.29 3.92 -2.22 -17.26 -30.3 -41.02 -52.79 17649 -15699
-52.73 -46.66 -37.47 -23.44 -2.35 8.06 3.13 0.23 -17.83 -28.85 -45.28 -47.41 17648 -15698
-46.44 -51.17 -41.01 -20.2 -1.71 6.59 6.28 -3.15 -16.75 -27.6 -39.59 -46.33 17647 -15697
-51.62 -48.35 -35.69 -22.76 -4.66 7.6 6.7 -2.69 -11.01 -27.1 -46.4 -51.08 17646 -15696
-51.51 -50.01 -36.46 -23.49 -6.31 6.38 5.62 -4.71 -15.58 -27.98 -43.67 -49.88 17645 -15695
-47.97 -47.4 -38.17 -21.77 -6.48 7.51 7.18 -2.23 -14.7 -27.11 -40.53 -50.79 17644 -15694
-50.81 -41.89 -35.07 -20.46 -6.08 5.96 2.79 -1.51 -14.38 -28.08 -36.78 -43.66 17643 -15693
-50.95 -42.53 -35.29 -20.5 -3.74 7.7 3.45 -1.61 -16.03 -24.05 -40.33 -45.63 17642 -15692
-51.55 -43.65 -37.29 -18.28 -3.85 7.01 6.57 -1.13 -14.05 -30.06 -46.54 -55.34 17641 -15691
-45.13 -48.65 -41.56 -19.72 -4.22 7.75 4.83 -1.61 -11.57 -26.16 -42.87 -48.59 17640 -15690
-55.81 -47.23 -40 -24.91 -5.84 8.33 6.91 -7.6 -18 -26.76 -43.03 -49.39 17639 -15689
-51.51 -41.87 -36.29 -22.38 -4.59 5.92 4.18 -2.41 -13.71 -26.63 -41.76 -49.45 17638 -15688
-52.63 -48 -34.91 -20.8 -2.8 6.52 4.16 1.32 -10.49 -29.88 -43.81 -52.11 17637 -15687
-55.7 -51.02 -34.82 -21.84 -4.84 5.16 6.23 0.46 -19.14 -25.38 -40.78 -47.66 17636 -15686
-53.25 -46.34 -34.35 -23.16 -4.12 7.61 6.3 -2.1 -10.9 -30.16 -37.48 -48.55 17635 -15685
-50.52 -47.48 -38.16 -22.5 -4.26 7.83 4.98 -1.02 -13.34 -28.39 -40.5 -52.54 17634 -15684
