"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Aug" "Sep" "Okt" "Nov" "Dez" "year" "yearce"
-45.34 -39.58 -32.57 -12.51 0.84 15.48 15.27 9.2 1.27 -17.86 -34.13 -38.68 17268 -15318
-44.51 -42.67 -28.8 -11.36 2.82 12.96 14.82 9.76 -0.3 -14.06 -37.78 -46.2 17267 -15317
-40.07 -42.37 -29.15 -13.2 -0.44 11.27 13.87 10.52 -0.3 -15.85 -31.88 -45.56 17266 -15316
-43.14 -46.57 -29.35 -14.79 1.64 10.36 16.73 10.69 0.83 -13.47 -37.27 -46.07 17265 -15315
-42.64 -39.73 -24.76 -14.2 1.7 12.64 11.91 11.6 -1.02 -17.72 -38.31 -46.04 17264 -15314
-46.15 -41.53 -29.03 -17.65 4.94 16.21 15.13 7.47 1.89 -19.13 -36.24 -43.53 17263 -15313
-44.64 -40.56 -26.55 -10.69 3.65 13.42 15.8 10.53 0.18 -18.87 -32.18 -45.19 17262 -15312
-44.57 -42.27 -33 -11.22 0.99 13.72 16.34 11.09 -0.01 -16.11 -39.7 -52.33 17261 -15311
-49.42 -39.71 -32.48 -14.16 0.34 14.22 16.32 12.83 1.82 -15.26 -33.27 -38.95 17260 -15310
-41.13 -43.72 -30.16 -15.34 2.79 14.21 14.67 11.4 -2.22 -17 -34.96 -48.96 17259 -15309
-42.11 -35.39 -28.23 -13.71 2.04 12.65 14.84 11.48 1.02 -12.59 -32.22 -47.74 17258 -15308
-44.34 -47.58 -33.21 -13.84 0.25 14.95 15.94 11.53 0.16 -16.11 -41.25 -44.56 17257 -15307
-47.2 -40.02 -31.61 -16.12 2.77 13.97 16.52 8.26 -0.91 -17.7 -37.39 -43.91 17256 -15306
-45.49 -41.05 -32.15 -13.12 2.32 14.06 15.53 9.27 3.89 -15.88 -38.91 -50.1 17255 -15305
-48 -43.26 -29.74 -12.7 -0.1 15.03 13.97 11.59 2.52 -17.36 -35.92 -40.26 17254 -15304
-45.82 -37.74 -28.29 -11.12 1.1 17.03 17.27 10.78 3.47 -13.3 -33.52 -46.89 17253 -15303
-48.82 -36.53 -26.43 -11.58 2.28 17.64 17.09 9.68 1.01 -13.65 -42.33 -45.92 17252 -15302
-47.87 -36.91 -26.77 -13.2 2.68 14.46 15.64 8.91 1.17 -9.76 -35.74 -40.65 17251 -15301
-40.43 -36.77 -28.74 -15.47 1.55 14.71 18.75 11.95 3.07 -15.61 -39.05 -43.46 17250 -15300
-46.44 -39.32 -29.1 -13.26 1.42 13.96 14.93 10.76 1.86 -12.41 -38.61 -45.07 17249 -15299
-43.91 -41.3 -31.42 -14.86 -3.08 11.16 13.76 9.58 1.38 -16.54 -36.24 -45.67 17248 -15298
-49.69 -37.65 -33.7 -12.09 0.52 15.86 15.85 12.28 -1.08 -19.44 -38.69 -41.96 17247 -15297
-48.68 -39.66 -28.95 -15.01 -0.52 9.78 15.47 11.23 1.96 -16.44 -42.94 -44.56 17246 -15296
-41.5 -39.66 -31.34 -13.29 4.7 15.4 16.31 12.91 3.11 -17.9 -39.93 -34.99 17245 -15295
-42.04 -40.79 -27.19 -13.66 3.33 15.95 16.94 10.88 -1.22 -14.14 -36.9 -50.5 17244 -15294
-43.61 -42.86 -27.57 -12.27 1.38 13.54 15.34 8.8 0.27 -15.59 -34.95 -44.23 17243 -15293
-46.16 -40.79 -29.36 -11.47 6.06 15.52 17.66 11.9 2.76 -18.39 -35.86 -43.35 17242 -15292
-48.09 -43.07 -28.38 -15.62 -1.36 12.42 15.5 9.19 -1.65 -17.53 -39.96 -42.71 17241 -15291
-43.12 -40.8 -21.99 -11.84 -0.31 10.05 14.97 10.25 0.92 -16.88 -34.28 -48.31 17240 -15290
-48.17 -52.12 -29.07 -14.08 0.73 11.85 14.49 11.6 -0.36 -20.46 -36.1 -43.71 17239 -15289
-43.64 -38.64 -30.11 -16.13 -1.85 14.23 16.01 12.17 3.47 -17.53 -39.67 -42.81 17238 -15288
-41.67 -37.5 -27.21 -18.5 0.14 12.2 17.64 11.68 2.61 -16.67 -41.26 -47.83 17237 -15287
-48.38 -39.45 -28.84 -12.55 5.77 18.6 14 8.55 -2.86 -20.91 -44.69 -46.52 17236 -15286
-48.81 -40.61 -29.14 -16.61 -0.54 11.79 15.44 11.53 2.99 -15.25 -37.23 -43.62 17235 -15285
-50.47 -45.92 -29.01 -13.19 -0.07 12.77 16.49 9.88 0.64 -16.9 -39.23 -50.15 17234 -15284
-45.79 -44.06 -35.2 -15.35 -2.99 7.93 14.92 10.56 0.71 -17.22 -34.2 -45.24 17233 -15283
-43.85 -43.86 -33.06 -15.04 1.03 12.83 13.72 7.81 -1.09 -14.09 -42.49 -44.22 17232 -15282
-47.1 -42.05 -27.48 -12.67 3.98 10.58 14.25 10.51 1.18 -16.14 -39.75 -43.88 17231 -15281
-46.48 -42.94 -33.8 -15.79 2.06 11.21 13.78 11.47 0.02 -18.75 -36.31 -42.5 17230 -15280
-45.94 -39.63 -31.56 -17.01 0.8 12.34 16.25 10.75 1.08 -14.99 -34.9 -42.9 17229 -15279
-48.82 -46.12 -27.22 -14.54 2.44 10.78 13.51 10.97 1.53 -14.92 -32.37 -45.64 17228 -15278
-44.1 -34.84 -28.16 -14.69 -0.25 14.63 15.91 11.07 0.12 -15.94 -40.48 -52.66 17227 -15277
-45.51 -42.97 -34.41 -15.02 -2.15 13.36 15.21 8.27 -0.73 -14.72 -36.6 -47.05 17226 -15276
-45.58 -45.96 -36.69 -15.14 -1.42 12.13 17.59 9.57 2.62 -17.04 -37.56 -41.49 17225 -15275
-45.97 -42.05 -27.9 -12.37 0.5 14.77 13.22 11.07 3.53 -14.47 -36.26 -40.05 17224 -15274
-44.57 -38.75 -32.33 -9.16 0.61 11.58 15.39 12.14 1.22 -16.37 -41.25 -50.57 17223 -15273
-45.89 -39.07 -30.77 -14.35 0.4 11.63 15.24 11.54 0 -15.26 -37.61 -42.73 17222 -15272
-45.3 -41.69 -30.88 -14.12 1.14 16.58 15.32 11.07 0.86 -22.15 -36.15 -43.8 17221 -15271
-44.72 -39.29 -27.98 -13.94 1.82 11.33 17.25 11.54 0.73 -15.06 -37.66 -45.15 17220 -15270
-45.6 -42.77 -25.62 -13.89 3.7 12.19 15.15 8.27 -2.61 -18.31 -41.32 -46.98 17219 -15269
-43.38 -39.97 -30.57 -13.84 2.14 15.49 15.12 8.47 -0.91 -15.45 -40.53 -40.08 17218 -15268
-40.77 -37.9 -28.77 -12.42 -0.27 9.19 16.85 9.04 0.75 -18.35 -37.22 -47.73 17217 -15267
-45.54 -44.93 -34.65 -15.67 4.05 16.61 15.25 12.79 1.63 -18.74 -38.98 -45.14 17216 -15266
-49.73 -40.2 -28.41 -13.48 1.9 13.62 12.82 11.82 0.27 -17.02 -37.32 -44.3 17215 -15265
-43.49 -39.31 -31.81 -13.66 1.04 11.93 15.23 10.44 -3.04 -15 -38.58 -49.08 17214 -15264
-48.34 -42.61 -31.48 -13.4 2.24 15.21 18.89 13.19 0.83 -17.84 -38.27 -43.26 17213 -15263
-50.71 -45.59 -33.68 -15.2 2.26 15.93 16.21 9.84 -1.16 -15.8 -34.5 -48.77 17212 -15262
-42.49 -44.9 -25.11 -12.08 -0.5 13.44 15.47 10.17 0.73 -13.75 -39.54 -47.18 17211 -15261
-44.81 -38.4 -28.29 -15.47 0.65 16.11 16.66 12.65 1.63 -15.45 -36.64 -45.45 17210 -15260
-49.79 -37.01 -27.85 -12.54 2.13 16.46 14.88 12.52 1.77 -16.54 -35.43 -45.21 17209 -15259
-45.96 -42.31 -27.89 -15.25 7.03 18.95 15.43 9.89 2.71 -15.64 -36.26 -50.69 17208 -15258
-46.51 -43.89 -25.6 -13.82 2.87 14.78 14.7 9.25 -0.07 -20.17 -42.19 -45.95 17207 -15257
-46.38 -45.02 -26.05 -17.04 0.85 15.8 14.6 9.79 1.86 -13.14 -36.08 -44.52 17206 -15256
-41.09 -36.95 -30.85 -13.83 -0.88 12.92 14.4 10.76 -1.36 -13.88 -38.31 -48.06 17205 -15255
-45.36 -40.4 -26.48 -14.12 1.52 11 14.75 10.38 0.62 -18.7 -39.7 -40.02 17204 -15254
-50.19 -42.9 -28.34 -12.22 1.05 12.98 14.35 10.31 0.15 -16.26 -39.41 -46.46 17203 -15253
-44.24 -42.19 -28.2 -13.75 1.23 12.82 13.98 11.23 -0.08 -18.71 -33.61 -43.17 17202 -15252
-48.29 -43.76 -35.09 -15.88 1.1 12.92 16.7 11.74 1.37 -17.59 -33.87 -44.1 17201 -15251
-45.48 -43.41 -27.24 -16.49 2.21 13.28 15.72 10.11 -1.74 -15.12 -40.1 -42.76 17200 -15250
-42.03 -37.1 -30.24 -13.27 2.78 14.65 17.88 11.67 3.48 -17.93 -37.1 -48.08 17199 -15249
-45.91 -40.36 -30.91 -14.72 1.41 17.88 14.93 11.27 3.05 -16.34 -35.49 -49.17 17198 -15248
-42.11 -32.62 -29.42 -14.63 0.75 14.89 15.18 9.22 1.48 -15.34 -37.86 -45.93 17197 -15247
-46.16 -42.07 -31.34 -13.15 3.2 15.85 12.31 9.73 0.66 -19.01 -36.31 -40.91 17196 -15246
-48.4 -39.16 -29.5 -13.67 2.67 18.16 16.08 9.78 1.45 -16.23 -35.98 -43.68 17195 -15245
-46.95 -37.11 -31.98 -13.25 -2.23 12.27 16.19 9.66 0.11 -17.4 -39.35 -44.84 17194 -15244
-45.8 -42.24 -32.13 -8.09 4.96 14.33 15.66 10.81 -4.16 -14.85 -39.07 -42.48 17193 -15243
-40.81 -38.92 -28.26 -11.06 2.2 11.65 10.85 9.31 2.71 -13.46 -38.16 -47.03 17192 -15242
-38.66 -37.22 -29.99 -13.02 1.13 11.79 14.84 9.93 0.57 -18.58 -36.63 -45.93 17191 -15241
-47.17 -43.84 -31.75 -14.8 2.08 11.77 16.81 9.91 -0.28 -15.39 -34.69 -46.56 17190 -15240
-47.37 -38.59 -29.81 -15.92 -0.98 8.9 17.23 12.12 -1.2 -16.85 -36.2 -47.13 17189 -15239
-41.23 -42.52 -26.82 -18 3.32 13.3 13.1 9.38 0.06 -17.66 -36.78 -45.89 17188 -15238
-47.72 -41.32 -26.47 -16.11 -0.04 10.52 13.88 11.71 3.9 -15.06 -35.41 -41.18 17187 -15237
-40.23 -39.21 -29.05 -12.64 1.42 14.61 14.56 9.9 2.42 -15.77 -37.62 -48.46 17186 -15236
-40.91 -43.15 -31.54 -17.21 -0.85 13.9 16.38 11.77 0.76 -16.71 -39.62 -47.97 17185 -15235
-41 -39.7 -25.29 -13.25 0.89 14.15 17.11 12.18 0.58 -15.07 -36.25 -43.35 17184 -15234
-51.06 -38.94 -31.9 -16.5 0.97 13.8 15.28 12.83 1.06 -13.83 -41.17 -46.68 17183 -15233
-39.95 -40.21 -29.28 -12.95 2.45 14.31 17.24 10.27 0.57 -15.17 -28.9 -39.4 17182 -15232
-37.31 -45.45 -27.45 -16.11 0.47 12.79 14.42 9.99 2.03 -15.37 -37.64 -45.01 17181 -15231
-45.83 -40.45 -28.72 -14.7 3.09 14.14 14.81 10.63 -0.07 -18.14 -41.41 -43.21 17180 -15230
-39.99 -47.64 -25.53 -10.18 1.17 12.79 15.7 9.72 2.71 -15.34 -31.41 -43.04 17179 -15229
-45.25 -39.72 -26.95 -16.87 -3.67 13.79 12.74 8.68 1.2 -16.38 -34.66 -42.62 17178 -15228
-49.64 -41.43 -30.35 -13.46 1.95 14.38 15.44 10.4 0.58 -16.57 -32.27 -40.95 17177 -15227
-45.43 -42.65 -28.59 -14.93 0.98 13.39 14.29 8.03 -3.09 -20.44 -37.5 -46.52 17176 -15226
-46.35 -43.12 -20.77 -11.52 -0.32 14.09 15.06 7.84 -0.77 -14.8 -38.15 -40.43 17175 -15225
-47.34 -48.87 -33.29 -15.63 -1.34 13.7 17.28 13.12 2.39 -14.75 -39.91 -48.02 17174 -15224
-47.88 -35.25 -26.28 -12.65 -0.86 11.24 15.8 9.91 -0.17 -18.22 -33.01 -42.59 17173 -15223
-47.28 -39.36 -30.46 -16.73 -2.29 10.24 14.76 7.75 1.59 -20.35 -40.04 -45.2 17172 -15222
-43.19 -41.38 -32.26 -13.44 2.18 17.24 13.76 8.66 1.78 -15.5 -38.2 -44.61 17171 -15221
-54.15 -45 -30.07 -14.19 6.97 14.56 13.27 6.61 0.43 -18.3 -34.89 -46.62 17170 -15220
-41.1 -41.87 -25.69 -10.18 4.02 14.03 17.83 9.35 0.77 -17.5 -41.07 -50.31 17169 -15219
-47.4 -45.56 -25.18 -16.3 -1.09 13.1 14.17 7.71 1.3 -13.14 -36.71 -45.16 17168 -15218
-50.43 -44.26 -27.72 -14.8 0.7 15.7 15.87 10.69 -2.65 -19.85 -40.4 -43.68 17167 -15217
-39.91 -46.77 -33.22 -16.82 -2.3 15.47 14.97 11.89 -3.86 -22.27 -36.86 -46.95 17166 -15216
-43.5 -41.49 -32.22 -12.39 0.36 13.4 16.73 9.54 1.71 -16.2 -35.84 -48.25 17165 -15215
-42.71 -35.36 -30.7 -16.7 2.01 13.88 16.63 10.39 -4.75 -14.65 -38.56 -43.93 17164 -15214
-43.31 -40.48 -31.4 -18.37 -3.15 13.35 14.45 12.14 1.54 -13.97 -32.27 -46.04 17163 -15213
-40.74 -36.98 -28.34 -17.31 0.92 12.56 15.27 6.61 1.9 -16.4 -39.34 -45.39 17162 -15212
-46.37 -47.19 -30.67 -14.25 1.51 13.6 17.84 9.59 1.33 -15.12 -37.52 -47.71 17161 -15211
-49.03 -37.93 -27.26 -13.13 0.58 12 15.85 8.65 -0.45 -18.49 -36.59 -42.6 17160 -15210
-45.24 -40.46 -28.12 -11.99 -0.15 14.21 13.83 11.53 2.18 -18.67 -41.47 -48.83 17159 -15209
-45.26 -35 -27.53 -15.35 0.4 10.44 15.11 11.21 -2.73 -16.2 -40.47 -51.23 17158 -15208
-44.13 -45.42 -29.21 -17.16 0.25 13.34 15.45 11.07 -1.21 -22.44 -36.13 -39.64 17157 -15207
-48.08 -45 -26.34 -11.87 -0.66 13.63 15.77 10.42 0.62 -19.64 -35.12 -47.16 17156 -15206
-49.72 -43.05 -31.4 -13.68 3.88 12.01 16.07 9.34 0.5 -15.21 -40.84 -50.14 17155 -15205
-46.71 -40.66 -27.44 -13.81 -0.57 10.59 14.14 10.9 3.06 -11.91 -38.9 -48.31 17154 -15204
-54.03 -40.36 -28.16 -18.49 0.51 10.77 15.74 11.07 0.73 -16.69 -34.9 -47.57 17153 -15203
-42.3 -39.04 -28.25 -10.21 3.78 12.95 15.55 10.64 -0.56 -12.71 -38.4 -39.38 17152 -15202
-48.83 -44.71 -29.65 -13.05 4.51 17.91 17.01 11.16 0.88 -14.37 -32.39 -36.97 17151 -15201
-41.89 -40.82 -31.49 -15.16 0.6 14.5 12.89 9.64 0.96 -15.31 -41.79 -45.28 17150 -15200
-48.67 -40.92 -25.77 -14.56 3.97 15.93 16.17 11.34 -0.02 -18.75 -40.44 -48.5 17149 -15199
-46.33 -41.31 -31.05 -13.55 4.93 15.73 15.19 9.53 1.95 -18.77 -36 -48.74 17148 -15198
-49.21 -39.87 -31.15 -12.39 -0.32 13.05 15.42 11.52 -1.19 -20.02 -43.34 -47.82 17147 -15197
-46.63 -43.35 -26.95 -10.33 3.19 11.99 16.96 9.76 1.28 -15.39 -35.15 -43.85 17146 -15196
-42.92 -38.37 -23.01 -14.33 -2.58 5.51 14.61 8.61 0.8 -11.68 -35.84 -42.81 17145 -15195
-47.43 -41.52 -28.76 -14.49 0.52 14.85 14.72 13.34 1.52 -16.34 -40.85 -52.44 17144 -15194
-55.58 -45.03 -30.11 -13.24 1.81 12.32 15.77 12.68 1.1 -15.18 -37.32 -47.46 17143 -15193
-47.98 -38.51 -26.97 -16.96 2.39 14.55 16.98 11.13 -3.07 -18.73 -37.5 -42.29 17142 -15192
-43.25 -41.67 -29.72 -12.78 2.81 13.69 15.25 9.15 1.73 -18.6 -42.36 -46.2 17141 -15191
-47.13 -41.48 -30.47 -15.02 0.63 11.04 14.94 10.49 0.09 -13.69 -34.88 -50.14 17140 -15190
-44.23 -40.2 -27.07 -17.57 -3.11 6.79 13.31 9.7 0.42 -18.59 -41.54 -44.87 17139 -15189
-52.86 -40.36 -29.18 -14.96 1.67 10.02 15.78 6.12 -1.55 -18.78 -32.95 -49.06 17138 -15188
-39.9 -37.44 -31.47 -11.82 -0.51 15.61 14.83 11.47 0.73 -16.21 -37.75 -45.68 17137 -15187
-48.43 -41.06 -31.24 -14.89 2.22 11.2 16.19 7.73 -2.19 -19.58 -39.94 -42.61 17136 -15186
-44.28 -36.95 -30.51 -16.54 -0.56 15.26 13.72 9.96 2.46 -17.36 -38.03 -47.32 17135 -15185
-45.93 -40.32 -27.74 -14.43 1.17 16.39 15.94 13.31 1.6 -13.86 -36.33 -43.67 17134 -15184
-45.7 -35.82 -29.85 -14.7 2.48 13.32 15.46 11.09 -0.57 -19.44 -35.51 -41.06 17133 -15183
-42.41 -39.99 -33.36 -12.84 3.11 15.05 15.15 8.14 2.5 -16.71 -35.64 -33.71 17132 -15182
-41.97 -37.33 -29.29 -14.15 -0.38 12.27 14.03 6.8 -2.05 -19.46 -31.88 -46.1 17131 -15181
-46.53 -45.24 -27.58 -15.49 2.49 13.17 13.99 10.52 -3.43 -19.66 -35.8 -52.92 17130 -15180
-46.24 -45.15 -28.8 -14.26 2.09 14.07 15.25 9.62 1.7 -13.87 -39.33 -47.08 17129 -15179
-43.34 -39.91 -27.83 -14.29 2.08 13.18 15.41 12.18 0.57 -13.46 -35.06 -47.34 17128 -15178
-45.95 -44.22 -25.33 -14.41 1.49 11.6 14.76 10.42 3.18 -18.21 -37.27 -45.58 17127 -15177
-44.01 -38.52 -32.19 -12.05 -2.53 13.51 16.04 9.93 -3.97 -18.78 -38.64 -47.04 17126 -15176
-48.82 -42.19 -29.54 -15.74 2.88 13.58 16.35 7.56 -0.85 -13.83 -36.14 -38.32 17125 -15175
-52.64 -40.28 -25.99 -15.31 3.84 14.99 14.22 9.53 1.92 -16.36 -37.22 -49.71 17124 -15174
-48.03 -39.89 -26.23 -14.97 0.42 12.19 16.77 10.18 -2.04 -18.71 -37.14 -51.1 17123 -15173
-48.33 -43.58 -29.48 -13.71 -0.05 17.54 14.69 10.96 1.72 -15.39 -40.19 -51.14 17122 -15172
-48.05 -41.16 -29.38 -18.84 3.63 14.86 12.36 9.29 0.45 -13.78 -34.16 -47.7 17121 -15171
-48.29 -43.8 -29.64 -15.56 3.17 12.78 14.96 10.12 -0.06 -15.58 -37.85 -47.4 17120 -15170
-48.39 -49.2 -32.64 -12.73 -0.69 11.37 13.71 11.09 -0.77 -21.11 -37.94 -46.78 17119 -15169
-43.56 -45.22 -29.12 -15.43 3.09 12.42 13.13 8.53 0.71 -18.25 -42.78 -46.7 17118 -15168
-50.25 -43.12 -27.32 -12.75 2.48 14.35 13.97 10.88 0.95 -21.68 -40.22 -47.1 17117 -15167
-50.01 -44.97 -26.84 -16.44 1.74 11.9 13.7 10.62 -3.4 -15.92 -36.68 -46.68 17116 -15166
-48.73 -42.76 -26.77 -16.35 3.19 13.2 15.59 9.56 -1 -20.64 -39.17 -43.35 17115 -15165
-47.97 -46.33 -28.24 -13.88 -1.96 10.96 15.18 10.08 -0.02 -19.6 -39.68 -53.4 17114 -15164
-42.29 -41.56 -24.24 -12.75 2.16 13.85 15.49 8.54 -1.57 -17.05 -39.18 -48 17113 -15163
-50.43 -41.57 -23.54 -14.03 -0.61 16.79 16.2 11.23 2.29 -18.62 -38.93 -49.2 17112 -15162
-49.76 -43.05 -24.95 -13.99 1.91 17.14 13.75 10.54 1.74 -18.11 -40.04 -51.36 17111 -15161
-49.91 -38.82 -34.17 -14.99 -0.53 17.09 15.83 10.32 -1.08 -17.56 -36.92 -44.06 17110 -15160
-48.15 -38.78 -28.27 -11.8 0.79 13.11 17.27 10.88 1.89 -14.17 -32.91 -44 17109 -15159
-47.14 -40.4 -25.56 -11.36 0.45 13.29 15.77 11.05 0.69 -20.32 -36.38 -44.87 17108 -15158
-43.47 -38.92 -29.06 -13.67 3.85 14.73 17.28 9.46 0.61 -15.4 -35.87 -44.26 17107 -15157
-43.46 -44.11 -26.33 -15 3.35 14.32 15.33 11.17 -1.07 -16.84 -34.92 -44.13 17106 -15156
-44.66 -45.72 -32.15 -12.63 5.17 14.47 16.15 10.22 -0.11 -13.3 -37.13 -46.05 17105 -15155
-48.13 -39.84 -29.28 -9.64 0.23 13.56 15.19 8.1 -1.9 -14.01 -31.71 -42.84 17104 -15154
-46.64 -43.41 -24.93 -12.13 1.6 15.63 16.61 10.26 -0.19 -16.88 -34.27 -46.49 17103 -15153
-49.77 -39 -26.96 -12.06 0.08 11.33 14.89 12.52 -2.58 -19.47 -41.96 -45.05 17102 -15152
-51.95 -42.32 -30.78 -14.15 2.41 13.39 14.75 12.11 1.08 -18.63 -33.16 -44.99 17101 -15151
-45.6 -41.07 -25.25 -13.92 1.05 14.01 15.55 9.35 -2.01 -16.54 -37.67 -42.14 17100 -15150
-48.17 -38.16 -30.45 -12.91 -1.68 11.43 13.59 11.74 3.75 -16.7 -35.61 -46.19 17099 -15149
-45.52 -41.94 -27.65 -11.21 3.88 14.63 16.1 9.29 -0.03 -16.28 -37.4 -48.01 17098 -15148
-51.56 -40.33 -27.14 -15.88 0.77 12.28 16.57 11.24 -0.41 -13.29 -37.42 -43.91 17097 -15147
-49.22 -41.38 -32.04 -13.61 3.21 14.21 14.27 9.46 1.74 -16.83 -40.96 -49.71 17096 -15146
-50.46 -39.95 -27.08 -12.39 5.53 13.69 15.97 9.92 -1.16 -16.73 -42.72 -46.45 17095 -15145
-47.47 -44.15 -27.17 -13.16 2.15 16.24 14.13 10.63 2.88 -17.32 -38.49 -43.33 17094 -15144
-49.77 -41.87 -27.7 -15.75 0.98 15.54 16.52 10.49 -0.36 -18.84 -38.59 -51.42 17093 -15143
-48.04 -49.27 -25.93 -12.85 3.44 13.49 14.19 8.71 1.15 -14.45 -44.68 -41.94 17092 -15142
-49.45 -37.12 -27.44 -14.06 0.29 13.75 14.51 10.09 -4.06 -25.47 -37.69 -44.45 17091 -15141
-46.25 -45.72 -28.57 -17.06 4.65 13.4 14.31 10.97 -1.33 -19.83 -37.64 -42.77 17090 -15140
-45.17 -37.33 -31.64 -13.38 2.66 14.04 13.37 10.64 4.12 -17.78 -38.12 -50.01 17089 -15139
-47.63 -40.82 -30.23 -14.53 0.38 13 16 9.63 2.63 -18.55 -36.66 -45.39 17088 -15138
-51.13 -39.2 -31.86 -14.02 0.99 14.35 16.94 10.78 0.62 -13.87 -35.91 -51.42 17087 -15137
-44.96 -38.51 -25.06 -13.46 3.85 14.6 16.83 11.04 -0.69 -16.34 -37.04 -47.41 17086 -15136
-40.3 -36.39 -29.79 -14.58 2.12 14.99 16.96 12.17 -0.54 -17.85 -36.78 -43.81 17085 -15135
-48.24 -43.34 -31.83 -13.57 -2.63 12.4 14.77 10.37 -0.29 -17.68 -42.92 -43.61 17084 -15134
-43.88 -44.74 -29.52 -12.87 0.62 15.02 13.35 9.6 -1.14 -19.08 -39.1 -48.05 17083 -15133
-46.03 -42.17 -31.07 -12.5 4.06 11.3 14.53 10.16 1.96 -17.95 -27.19 -39.72 17082 -15132
-42.63 -40.41 -32.71 -19.68 -0.92 12.14 16.43 12.06 1 -15.43 -41.31 -39.98 17081 -15131
-46.98 -41.52 -31.36 -13.36 2.54 14.73 15.21 7.18 -3.37 -22.55 -41.27 -51 17080 -15130
-49.14 -44.13 -31.56 -14.19 3.33 15.64 15.28 9.97 -0.62 -19.49 -40.9 -45.06 17079 -15129
-39.68 -40.36 -30.61 -14.34 -1.36 12.57 13.39 11.54 -1.91 -20.73 -40.06 -45.42 17078 -15128
-47.01 -39.45 -28.31 -14.81 0.32 12.57 15.97 9.76 -0.29 -17.08 -33.81 -46.65 17077 -15127
-46.79 -42.17 -24.92 -12.72 1.24 11.32 16.05 11.09 1.38 -15.59 -37.74 -50.69 17076 -15126
-49.96 -48.49 -31.3 -12.8 2.65 14.1 17.7 9.46 -0.94 -20.82 -35.33 -39.88 17075 -15125
-45.04 -42.38 -28.36 -14.96 -1.07 13.77 14.64 8.82 -0.69 -17.68 -34.71 -46.28 17074 -15124
-41.69 -42.58 -26.15 -15.34 2.81 13.47 15.48 9.73 1.11 -11.12 -28.18 -43.59 17073 -15123
-48.45 -41.67 -31.32 -11.59 4.04 14.9 16.14 10.79 1.75 -18.1 -36.08 -45.73 17072 -15122
-48.8 -44.99 -28.68 -11.97 3.21 16.96 16.16 11.05 -1.35 -17.91 -40.9 -42.88 17071 -15121
-45.58 -45.18 -27.06 -13.15 1.61 12.21 14.11 11.58 0.3 -16.36 -36.16 -42.47 17070 -15120
-43.38 -41.01 -30.66 -10.37 3.99 17.05 16.09 11.44 1.28 -11.33 -37.24 -42.6 17069 -15119
-46.54 -40.33 -30.01 -15.25 3.13 14.51 15.87 10.02 0.74 -15.4 -38.74 -48.9 17068 -15118
-43.13 -40.36 -29.74 -16.52 -2.34 9.01 15.47 9.13 0.84 -15.8 -37.85 -49.71 17067 -15117
-48.24 -44.33 -31.72 -14.99 2.77 12.96 17.27 11.03 -0.38 -14.87 -35.2 -44.1 17066 -15116
-44.47 -47.62 -26.17 -14.07 3.47 12.81 15.91 10.97 -0.48 -14.21 -32.43 -45.05 17065 -15115
-40.66 -36.05 -28.31 -19.36 2.91 15.42 15.85 9.23 0.43 -14.98 -34.88 -47.45 17064 -15114
-49.99 -44.86 -25.68 -14.33 0.99 15.47 15.39 9.36 -4.6 -18.32 -39.27 -48.29 17063 -15113
-42.37 -40.2 -30.85 -16.46 2.27 13.52 14.84 9.55 -0.52 -18.3 -40.43 -47.13 17062 -15112
-41.26 -38.53 -28.91 -12.41 3.24 17.74 15.01 10.08 1.92 -15.49 -32.87 -42.17 17061 -15111
-40.62 -42.48 -26.81 -13.15 3.52 15.7 16.59 9.15 2.52 -13.33 -31.82 -39.87 17060 -15110
-46 -41.35 -26.47 -14.15 0.01 12.93 15.98 10.79 -0.39 -18.46 -38.33 -49.58 17059 -15109
-54.01 -41.15 -24.05 -10.51 -0.99 9.47 15.49 10.29 3.83 -17.83 -40.18 -48.5 17058 -15108
-46.27 -44.12 -25.51 -13.14 1.97 14.13 15.31 7.02 -1.15 -15.08 -34.25 -46.06 17057 -15107
-46.57 -35.21 -26.85 -14.46 1.7 12.7 13.2 10.78 2.27 -15.79 -32.42 -40.76 17056 -15106
-43.88 -39.08 -28.51 -14.83 2.02 13.69 16.44 12.65 0.69 -15.58 -38.43 -43.94 17055 -15105
-44.93 -40.96 -31.57 -15.36 3.96 14.4 15.63 8.32 1.55 -14.65 -36.1 -47.5 17054 -15104
-48.06 -36.22 -26.18 -13.69 1.67 13.48 14.58 11.59 -1.32 -18.2 -33.24 -47.22 17053 -15103
-46.78 -39.04 -29.6 -12.56 1.08 14.69 16.13 8.64 0.2 -15.95 -41.07 -47.49 17052 -15102
-52.87 -36.34 -20.29 -12.87 1.39 14.81 17.55 10.43 0.14 -19.07 -39.2 -44.41 17051 -15101
-44.23 -43.52 -28.72 -17.11 -3.36 10.71 15.95 11.86 -1.12 -19.29 -34.94 -43.12 17050 -15100
-42.47 -47.18 -35.14 -13.35 -0.56 9.41 13.95 11.07 0.19 -18.47 -34.69 -47.26 17049 -15099
-48.1 -44.59 -20.64 -14.37 0.94 11.69 14.31 9.06 -1.23 -17.11 -33.78 -44.83 17048 -15098
-49.28 -44.82 -25.99 -16.51 2.46 12.98 14.51 11.01 -0.21 -15.94 -31.48 -47.18 17047 -15097
-41.92 -36.88 -31.03 -12.5 2.51 14.99 15.15 11 1.21 -17.44 -36.17 -49.17 17046 -15096
